,etag,id,kind,snippet.categoryId,snippet.channelId,snippet.channelTitle,snippet.defaultAudioLanguage,snippet.description,snippet.liveBroadcastContent,snippet.localized.description,snippet.localized.title,snippet.publishedAt,snippet.tags,snippet.thumbnails.default.height,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.high.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.maxres.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.medium.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.standard.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.title,statistics.commentCount,statistics.dislikeCount,statistics.favoriteCount,statistics.likeCount,statistics.viewCount
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/nPlrHPRoGcATa-hpP5OLGajDbko""",72u_pgI9H7w,youtube#video,10,UC0O4faGjtRNJcuuqyMhGWpw,Brikz Subil,,"Download At --- http://bit.ly/NDh2KH --- 
Download Gucci Mane - Trap House 
DOWNLOAD Who Framed Radric Davis for FREE by Gucci Mane's new song, Trap House
Download free mp3 mp4 ipad iphone HQ SOUND 
No Selling of this Mixtape. 

New Single,Trap House, Exclusive,Download free, Gucci Mane, new song,lyrics, new single,songs mixtape,music album,2012 download,Mixtape,leak mp3 mp4,ipad iphone HQ SOUND",none,"Download At --- http://bit.ly/NDh2KH --- 
Download Gucci Mane - Trap House 
DOWNLOAD Who Framed Radric Davis for FREE by Gucci Mane's new song, Trap House
Download free mp3 mp4 ipad iphone HQ SOUND 
No Selling of this Mixtape. 

New Single,Trap House, Exclusive,Download free, Gucci Mane, new song,lyrics, new single,songs mixtape,music album,2012 download,Mixtape,leak mp3 mp4,ipad iphone HQ SOUND",Gucci Mane - Trap House,2012-07-17T04:08:27.000Z,"[New Single, Trap House, Exclusive, Download free, Gucci Mane, new song, lyrics, new single, songs mixtape, music album, 2012 download, Mixtape, leak, mp3, mp4, ipad, iphone, HQ SOUND]",90,https://i.ytimg.com/vi/72u_pgI9H7w/default.jpg,120,360,https://i.ytimg.com/vi/72u_pgI9H7w/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/72u_pgI9H7w/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/72u_pgI9H7w/sddefault.jpg,640.0,Gucci Mane - Trap House,0,0,0,7,3440
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/gB6CoTkn6k-yoKJqB_oECWjPbF8""",WEr81_bKKuw,youtube#video,26,UCKzM-4UpLbYhfCppd00qS0w,Greg Vincent,,Crashing of the HElimax AXE CP With onboard Camera,none,Crashing of the HElimax AXE CP With onboard Camera,CRASH of the AXE,2007-03-17T02:13:11.000Z,"[Crash, Wreck, Helimax, Axe, CP, R/C, Helicopter]",90,https://i.ytimg.com/vi/WEr81_bKKuw/default.jpg,120,360,https://i.ytimg.com/vi/WEr81_bKKuw/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/WEr81_bKKuw/mqdefault.jpg,320,,,,CRASH of the AXE,2,3,0,1,6027
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/Euk18NPAfR0cQxZT0mfcAqdWHR4""",E-3MyMtnDnE,youtube#video,25,UCa6Vi22YmcV_WU62gAeIJ0g,CNNObservations,,Betty Nguyen leaves CNN for an anchor position at CBS News,none,Betty Nguyen leaves CNN for an anchor position at CBS News,CNN Newsroom Weekend AM Says Goodbye to Betty Nguyen,2010-03-07T19:17:20.000Z,"[Betty Nguyen, TJ Holmes, Reynolds Wolf, Josh Levs, Richard Lui, CNN Sunday, CNN Saturday, CNN Domestic, CNN Newsroom]",90,https://i.ytimg.com/vi/E-3MyMtnDnE/default.jpg,120,360,https://i.ytimg.com/vi/E-3MyMtnDnE/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/E-3MyMtnDnE/mqdefault.jpg,320,,,,CNN Newsroom Weekend AM Says Goodbye to Betty Nguyen,11,3,0,26,22637
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/ddJPw1N74U75W-Vknl5-qE6-gT8""",r9bH4sbAGT0,youtube#video,10,UCaZqhH6foX7n0NqGiMa35Fg,MSoundtracks,,"Source: http://www.facebook.com/m.soundtracks
Immortal Beloved (1994)
Soundtrack: Piano Sonata No. 14 (Quasi una fantasia) in C-sharp minor, Op. 27, No. 2 'Mondschein (Moonlight)
Composer: Ludwig van Beethoven
Performed by Murray Perahia
Director: Bernard Rose
Writer: Bernard Rose
Stars: Gary Oldman, Jeroen Krabbé and Isabella Rossellini
Genres: Biography | Drama | Music | Romance
Country: UK | USA
Language: English
Release Date: 16 December 1994  
Runtime: 121 min 
Gross: $9,914,409 (USA)
Production Co: Icon Entertainment International

Storyline
The life and death of the legendary Ludwig van Beethoven. Beside all the work he is known for, the composer once wrote a famous love letter to a nameless beloved and the movie tries to find out who this beloved was. Not easy as Beethoven has had many women in his life.",none,"Source: http://www.facebook.com/m.soundtracks
Immortal Beloved (1994)
Soundtrack: Piano Sonata No. 14 (Quasi una fantasia) in C-sharp minor, Op. 27, No. 2 'Mondschein (Moonlight)
Composer: Ludwig van Beethoven
Performed by Murray Perahia
Director: Bernard Rose
Writer: Bernard Rose
Stars: Gary Oldman, Jeroen Krabbé and Isabella Rossellini
Genres: Biography | Drama | Music | Romance
Country: UK | USA
Language: English
Release Date: 16 December 1994  
Runtime: 121 min 
Gross: $9,914,409 (USA)
Production Co: Icon Entertainment International

Storyline
The life and death of the legendary Ludwig van Beethoven. Beside all the work he is known for, the composer once wrote a famous love letter to a nameless beloved and the movie tries to find out who this beloved was. Not easy as Beethoven has had many women in his life.",Immortal Beloved (1994): Piano Sonata No. 14 in C-sharp minor (Moonlight) by Ludwig van Beethoven,2011-08-01T09:59:22.000Z,"[immortal, beloved, theme]",90,https://i.ytimg.com/vi/r9bH4sbAGT0/default.jpg,120,360,https://i.ytimg.com/vi/r9bH4sbAGT0/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/r9bH4sbAGT0/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/r9bH4sbAGT0/sddefault.jpg,640.0,Immortal Beloved (1994): Piano Sonata No. 14 in C-sharp minor (Moonlight) by Ludwig van Beethoven,29,13,0,588,172760
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/DVqa_zHdC7uFOIUZYS8YX8w4Qs0""",ys3IjEVfU3U,youtube#video,10,UC_decpX5SVZHlG1lnpxD9eA,Tina Kuipers,,"Motel Westcoast Part 3 California Dreaming.
Opgenomen in Theater De Lawei te Drachten op zaterdag 15 januari 2011.",none,"Motel Westcoast Part 3 California Dreaming.
Opgenomen in Theater De Lawei te Drachten op zaterdag 15 januari 2011.",Motel Westcoast - Hard to say I'm sorry,2011-01-16T08:42:22.000Z,"[Motel, Westcoast, Hard, to, say, I'm, sorry, Drachten, De, Lawei, Syb, van, der, Ploeg, Edward, Reekers, Mirjam, Timmer, Julian, Thomas]",90,https://i.ytimg.com/vi/ys3IjEVfU3U/default.jpg,120,360,https://i.ytimg.com/vi/ys3IjEVfU3U/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/ys3IjEVfU3U/mqdefault.jpg,320,,,,Motel Westcoast - Hard to say I'm sorry,0,0,0,5,1760
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/KBXMgvktmrDv4z9EjIfqmCrIfjI""",GttSqW84SMw,youtube#video,20,UCY5W5HZFYbPaPB6pX-yq1Hw,HotelBrando,,"DuckTales VGA Playlist!: http://bit.ly/16LomiH

Part 8: http://www.youtube.com/watch?v=rxwJLxk4I-s&feature=share&list=SPGxCL8JAojAOan4YlpUctqZJp40Zp9ZOx",none,"DuckTales VGA Playlist!: http://bit.ly/16LomiH

Part 8: http://www.youtube.com/watch?v=rxwJLxk4I-s&feature=share&list=SPGxCL8JAojAOan4YlpUctqZJp40Zp9ZOx",VGA Highlight! - DuckTales Ouch Glitch!,2013-08-15T00:32:30.000Z,"[DuckTales (TV Program), Disney, ffstv, farfromsubtle, ducktales remastered, highlight, video games awesome, awesome video games, scrooge mcduck, glitch, ouch, WayForward Technologies (Business Operation), Capcom (Business Operation)]",90,https://i.ytimg.com/vi/GttSqW84SMw/default.jpg,120,360,https://i.ytimg.com/vi/GttSqW84SMw/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/GttSqW84SMw/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/GttSqW84SMw/sddefault.jpg,640.0,VGA Highlight! - DuckTales Ouch Glitch!,16,4,0,125,8777
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/fAxvXBIG8khUNYmVfWcghStrLWQ""",Db9RM5B7kwA,youtube#video,26,UCgOVJr9BhQoczUKLwnlXLrg,Der Bio Koch,,"So macht man vegetarisch veganen Hamburger
http://derbiokoch.de

Rezept pro Person:
1 Roggen- oder Mehrkornbrötchen
Für den Bratling:
50g rote Linsen (gekocht ca 100g, etwas Wasser noch im Topf lassen)
2 EL Kichererbsenmehl
2 EL Paniermehl
1 TL Curry
Etwas Muskat
Meersalz 
Pfeffer
Des weiteren:
1 Scheibe Gurke
1 Scheibe Tomate
1 Scheibe Gewürzgurke
Etwas Zwiebeln
Etwas Petersilie
3 kleine Ringe Paprika
2 Salatblätter
Etwas Rucola
1 El Ketchup
1 EL Mayonaise (vegane)
1 TL Senf
Salz
Pfeffer",none,"So macht man vegetarisch veganen Hamburger
http://derbiokoch.de

Rezept pro Person:
1 Roggen- oder Mehrkornbrötchen
Für den Bratling:
50g rote Linsen (gekocht ca 100g, etwas Wasser noch im Topf lassen)
2 EL Kichererbsenmehl
2 EL Paniermehl
1 TL Curry
Etwas Muskat
Meersalz 
Pfeffer
Des weiteren:
1 Scheibe Gurke
1 Scheibe Tomate
1 Scheibe Gewürzgurke
Etwas Zwiebeln
Etwas Petersilie
3 kleine Ringe Paprika
2 Salatblätter
Etwas Rucola
1 El Ketchup
1 EL Mayonaise (vegane)
1 TL Senf
Salz
Pfeffer",Hamburger Rezept vegan - Der Bio Koch #146,2011-12-12T19:15:17.000Z,"[Hamburger vegan, Hamburger Rezept vegan, So macht man vegetarisch veganen Hamburger, Der Bio Koch, Michael Tokarski, selber kochen, selber machen, how to make, Salat, Curry, how to cook, vegetarisch, vegan, Linsen, rote Linsen, Kichererbsenmehl, Paniermehl, Hamburger (Dish)]",90,https://i.ytimg.com/vi/Db9RM5B7kwA/default.jpg,120,360,https://i.ytimg.com/vi/Db9RM5B7kwA/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/Db9RM5B7kwA/mqdefault.jpg,320,,,,Hamburger Rezept vegan - Der Bio Koch #146,6,2,0,23,3318
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/nmm-ZGNEHDBHxdETE9Qnbdelv7o""",LjdQQ21JNhI,youtube#video,25,UCDZuRTB66zCynBGpydmY5QQ,eurogoldexchange,,"Must see..

Class Action for the Climate http://www.youtube.com/watch?v=T8mja6DVlgQ 
Algae fuel http://www.onecelloil.com
Mind your hygiene and keep away from crowded places..

BBC News http://news.bbc.co.uk/2/hi/americas/8016909.stm",none,"Must see..

Class Action for the Climate http://www.youtube.com/watch?v=T8mja6DVlgQ 
Algae fuel http://www.onecelloil.com
Mind your hygiene and keep away from crowded places..

BBC News http://news.bbc.co.uk/2/hi/americas/8016909.stm",Deadly Pig Flu Strain Spreading (also into the US),2009-04-24T17:09:01.000Z,"[ajeure, war, cdo, cds, max, keiser, tea, party, boston, peter, schiff, marc, faber, willie, michel, douglas, pig, overpopulation, klein, goldman, sachs, citi, bank, obama, credit, crisis, climate, change, mitigation, lobby, pollution, epa, brandson, environment, fishfarming, ron, paul, drugs, heroin, taliba, oberman, beck, reilly, afganistan, jefferson, constitution, founding, father, irs, tax, corrupt, conspiracy, crdit, card, debt, bacteria, depopulation, pandemic, flu, avian, h2n1, who, containment, quarantaine, transmit]",90,https://i.ytimg.com/vi/LjdQQ21JNhI/default.jpg,120,360,https://i.ytimg.com/vi/LjdQQ21JNhI/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/LjdQQ21JNhI/mqdefault.jpg,320,,,,Deadly Pig Flu Strain Spreading (also into the US),30,4,0,17,9258
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/K_GKMGcgw5Bd0UOARucoj7hypx0""",Gr9NZLz49ec,youtube#video,2,UC_mP74Qlp_fUJaQOhmxV76g,sempreafondo,,"Si quieres el DVD RALLY DE TINEO 2010 ponte en contacto con nosotros en sempreafondo.es.tl@hotmail.com, sempreafondo.es.tl@gmail.com o en la página www.sempreafondo.es.tl

- Duración: 140min
- 3 Cámaras
- 6 Tramos
- Parque Cerrado
...


1. Marc Blazquez Mitsubishi Lancer EVO X
2. Jonathan Perez Peugeot 207 S2000
3. Jose A. Suarez Mitsubishi Lancer EVO X
4.Cesar Palacios Renault Clio R3
5. Miguel Arias Renault Clio R3
6. Pedro A. Matardor Mitsubishi Lancer EVO IX
7. Juan Ramón Rodriguez Mitsubishi Lancer EVO V
8. Jesus Ferreiro Ford Escort MKI
9. Rubén Iván Blanco Mitsubishi Lancer EVO V
10. Juan Carlos del Oso Seat León Cupra
11. Francisco J. España Mitsubishi Lancer EVO X
12. David González Peugeot 106 S16
13. Jose E. Rodríguez Peugeot 106 S16
14. Eugenio Pelaez Renault Clio Sport
15. Iván Álvarez Seta Ibiza 2.0",none,"Si quieres el DVD RALLY DE TINEO 2010 ponte en contacto con nosotros en sempreafondo.es.tl@hotmail.com, sempreafondo.es.tl@gmail.com o en la página www.sempreafondo.es.tl

- Duración: 140min
- 3 Cámaras
- 6 Tramos
- Parque Cerrado
...


1. Marc Blazquez Mitsubishi Lancer EVO X
2. Jonathan Perez Peugeot 207 S2000
3. Jose A. Suarez Mitsubishi Lancer EVO X
4.Cesar Palacios Renault Clio R3
5. Miguel Arias Renault Clio R3
6. Pedro A. Matardor Mitsubishi Lancer EVO IX
7. Juan Ramón Rodriguez Mitsubishi Lancer EVO V
8. Jesus Ferreiro Ford Escort MKI
9. Rubén Iván Blanco Mitsubishi Lancer EVO V
10. Juan Carlos del Oso Seat León Cupra
11. Francisco J. España Mitsubishi Lancer EVO X
12. David González Peugeot 106 S16
13. Jose E. Rodríguez Peugeot 106 S16
14. Eugenio Pelaez Renault Clio Sport
15. Iván Álvarez Seta Ibiza 2.0",Rally de Tineo 2010,2010-04-14T14:42:41.000Z,"[Rallye, Villa, de, Tineo, 2010, Francos, Piedrafita, Romeral, Calleras, Ridión, Arias, Lolo, Cepa, Ferreiro, Cohete, Matador, Palacios, Castrillo, Tano, WRC, S600, S200, Kit, Car, Maxi, Subaru, Ferrari, Porsche, Accidente, Crash, Vuelco, Incendio, Drift, Derrape, Cruzada, Trompo, Asturias, Rally, Galicia, Sempreafondo]",90,https://i.ytimg.com/vi/Gr9NZLz49ec/default.jpg,120,360,https://i.ytimg.com/vi/Gr9NZLz49ec/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/Gr9NZLz49ec/mqdefault.jpg,320,,,,Rally de Tineo 2010,11,0,0,77,60766
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/O81PlRbwt_lVHk0Pr-BUTOtR_EE""",dAEyfU5SCmM,youtube#video,22,UCIJMgRxIaySLKbFtIdJZ_0A,Kanae Clar,,"ミスタードーナッツが大好きな高橋　直人さんによる作詞作曲。
みなとの合唱。",none,"ミスタードーナッツが大好きな高橋　直人さんによる作詞作曲。
みなとの合唱。",ミスタードーナッツの歌　part2　by　高橋　直人,2009-10-28T07:19:12.000Z,"[mr, donut, 02]",90,https://i.ytimg.com/vi/dAEyfU5SCmM/default.jpg,120,360,https://i.ytimg.com/vi/dAEyfU5SCmM/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/dAEyfU5SCmM/mqdefault.jpg,320,,,,ミスタードーナッツの歌　part2　by　高橋　直人,0,1,0,0,1364
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/Fqe8nXDIYrK6P0CiO_fLDOUH-jM""",sMT8PkMGzTY,youtube#video,19,UCaAeJwmBerD3Wxn83R8eLSw,akira9020 マルチコプター空撮請負人,,"平成２６年９月２２日１７時出発途中高舘サービスエリアに立ち寄り車中泊仕様にしたエスティマハイブリッドにて仮眠、第一目的地である青森県上北鉱山跡まで５５キロなので４時に出発し目的地には５時到着。ここ迄の道は他の方の記事とか読むと普通車では行かない方が良いと書いて有りましたが砂利道ですが平均２０キロ程で走れる道でした。明るくなるのを待って撮影しましたが早朝という事で従業員の方は居ないみたいでしたが勝手に敷地内に入っては駄目なので道路からの離着陸としました。結構高低差が有り奥行もあるので慎重に飛ばしました。この夏は廃鉱山跡を何か所か撮影しましたがここは２番目に良い所でした。
普通は下手なのをカバーする為にスロー再生させる人も居るみたいですが、今回はたくさんの映像を見て欲しい事から０分１２秒以降は２倍速としています。速度を速めるとブレ（揺れ）が目立ってしまいます（泣）。

青森県上北鉱山跡予告編はコチラ
https://www.youtube.com/watch?v=u5LD6pDOaIg
秋田県荒川鉱山跡予告編はコチラ
https://www.youtube.com/watch?v=ZcWTkM37vrE
秋田県釈迦内鉱山跡予告編はコチラ
https://www.youtube.com/watch?v=1zzAd4oMwb8
秋田県古遠部鉱山跡予告編はコチラ
https://www.youtube.com/watch?v=5ld6nwgx0sI
秋田県ストーンサークル予告編はコチラ
https://www.youtube.com/watch?v=hZ-xXXlwGIc",none,"平成２６年９月２２日１７時出発途中高舘サービスエリアに立ち寄り車中泊仕様にしたエスティマハイブリッドにて仮眠、第一目的地である青森県上北鉱山跡まで５５キロなので４時に出発し目的地には５時到着。ここ迄の道は他の方の記事とか読むと普通車では行かない方が良いと書いて有りましたが砂利道ですが平均２０キロ程で走れる道でした。明るくなるのを待って撮影しましたが早朝という事で従業員の方は居ないみたいでしたが勝手に敷地内に入っては駄目なので道路からの離着陸としました。結構高低差が有り奥行もあるので慎重に飛ばしました。この夏は廃鉱山跡を何か所か撮影しましたがここは２番目に良い所でした。
普通は下手なのをカバーする為にスロー再生させる人も居るみたいですが、今回はたくさんの映像を見て欲しい事から０分１２秒以降は２倍速としています。速度を速めるとブレ（揺れ）が目立ってしまいます（泣）。

青森県上北鉱山跡予告編はコチラ
https://www.youtube.com/watch?v=u5LD6pDOaIg
秋田県荒川鉱山跡予告編はコチラ
https://www.youtube.com/watch?v=ZcWTkM37vrE
秋田県釈迦内鉱山跡予告編はコチラ
https://www.youtube.com/watch?v=1zzAd4oMwb8
秋田県古遠部鉱山跡予告編はコチラ
https://www.youtube.com/watch?v=5ld6nwgx0sI
秋田県ストーンサークル予告編はコチラ
https://www.youtube.com/watch?v=hZ-xXXlwGIc",青森県上北鉱山跡 マルチコプター空撮請負人akira9020,2014-09-26T02:44:18.000Z,"[上北, 鉱山, 跡, 廃坑, 廃鉱山, 廃墟, 廃村, 青森県, 秋田県, 東北, 自動車道, 青森, 秋田, マルチ, コプター, ヘリ, ラジコン, ＤＪＩ, ファントム２, ファントム, Ｈ３－３Ｄ, Ｈ３－２Ｄ, ３軸, ブラシレス, ジンバル, ＧＯＰＲＯ, ＨＥＲＯ３, ＨＥＲＯ３＋, 荒川, 釈迦内, 古遠部, ストーン, サークル, 空撮, 映像, 動画, 請負, 依頼, 請負人, akira, akira9020]",90,https://i.ytimg.com/vi/sMT8PkMGzTY/default.jpg,120,360,https://i.ytimg.com/vi/sMT8PkMGzTY/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/sMT8PkMGzTY/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/sMT8PkMGzTY/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/sMT8PkMGzTY/sddefault.jpg,640.0,青森県上北鉱山跡 マルチコプター空撮請負人akira9020,,,0,,5602
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/Qgtokr610rnUjUrck_Yw5sqMqBw""",r-h4fs-Awes,youtube#video,10,UCgIzgRSJV7wdKrbuS-TnCDg,AGCVerona,,AGCVERONA2011 UCC Choral Society -- Cork (IRL) - For the Beauty of the Earth J. Rutter,none,AGCVERONA2011 UCC Choral Society -- Cork (IRL) - For the Beauty of the Earth J. Rutter,AGCVERONA2011 UCC Choral Society -- Cork (IRL) - For the Beauty of the Earth J. Rutter,2011-04-17T21:28:56.000Z,"[AGCVERONA, cori, concorso, meeting, choir, verona]",90,https://i.ytimg.com/vi/r-h4fs-Awes/default.jpg,120,360,https://i.ytimg.com/vi/r-h4fs-Awes/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/r-h4fs-Awes/mqdefault.jpg,320,,,,AGCVERONA2011 UCC Choral Society -- Cork (IRL) - For the Beauty of the Earth J. Rutter,1,1,0,17,3654
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/27P5RMQnSJNemRsD4wYk8LCT3WU""",EuauMjGghAU,youtube#video,1,UCAPVYRwD-6yYx85oqgFnqCw,ToyparkTv 토이파크,,"또봇 쿼트란(또봇C,또봇D,또봇R,또봇W)장난감 변신 동영상",none,"또봇 쿼트란(또봇C,또봇D,또봇R,또봇W)장난감 변신 동영상","또봇 쿼트란(또봇C,또봇D,또봇R,또봇W)장난감 변신 동영상",2014-12-06T13:18:27.000Z,"[파워레인저, 파워레인저 다이노포스, 파워레인저 다이노포스 티라노킹, 파워레인저 티라노킹, 티라노킹, 프테라킹, 프레즈킹, 브라기오킹, 작토르, 파라사건, 안키돈, 붐파키, 가브리볼버, 다이노셀, 또봇, 또봇X, 또봇Y, 또봇Z, 또봇C, 또봇D, 또봇R, 또봇W, 또봇제로, 타이탄, 트라이탄, 쿼트란, 레스큐, 쉴드온, 에볼루션, 또봇 쿼트란, 또봇 트라이탄, 또봇 타이탄, 또봇14기, 또봇15기, 바이클론즈, 스콜피오, 토러스, Tobot, Tobot Transformers, Toy, Ehqht, Power Rangers, power ranger dino thunder, power ranger dino charge, 카봇, carbot, 헬로카봇, 싼타페R, 그랜져b, 카봇 레스큐]",90,https://i.ytimg.com/vi/EuauMjGghAU/default.jpg,120,360,https://i.ytimg.com/vi/EuauMjGghAU/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/EuauMjGghAU/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/EuauMjGghAU/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/EuauMjGghAU/sddefault.jpg,640.0,"또봇 쿼트란(또봇C,또봇D,또봇R,또봇W)장난감 변신 동영상",0,0,0,1,1207
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/YLsjB5ij96-6PRypNZAEE9P1Csw""",fnh2EbJ8GJY,youtube#video,24,UCPf94Dgq-2zJEvWbOc7eitw,jdbonzo1,,,none,,monster high welcome to my tea party stop motion,2012-08-25T23:46:57.000Z,[iPhone StopMotionStudio],90,https://i.ytimg.com/vi/fnh2EbJ8GJY/default.jpg,120,360,https://i.ytimg.com/vi/fnh2EbJ8GJY/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/fnh2EbJ8GJY/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/fnh2EbJ8GJY/sddefault.jpg,640.0,monster high welcome to my tea party stop motion,10,2,0,15,1557
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/qtEYPTVOVbuGb43T6I2siJFtwno""",DhPI7b-GHUI,youtube#video,22,UCDESPavn5QavIWMRggpAHTg,LinkinSimpson,,"Чипсы Lays - сметана и зелень, Напиток XXL с Барбарисом, Гренки BEERka с Аджикой",none,"Чипсы Lays - сметана и зелень, Напиток XXL с Барбарисом, Гренки BEERka с Аджикой","Чипсы, Напиток с Барбарисом, Гренки",2012-03-21T08:40:54.000Z,"[чипсы, lays, сметана, зелень, напиток, XXL, барбарис, гренки, BEERka, аджика]",90,https://i.ytimg.com/vi/DhPI7b-GHUI/default.jpg,120,360,https://i.ytimg.com/vi/DhPI7b-GHUI/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/DhPI7b-GHUI/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/DhPI7b-GHUI/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/DhPI7b-GHUI/sddefault.jpg,640.0,"Чипсы, Напиток с Барбарисом, Гренки",8,9,0,29,3439
